gene	entrez_id	chromosome	start_position	end_position	prop_express	selected.Astro	selected.Exc	selected.Inh	selected.Micro	selected.Oligo	selected.OPC
LOC101927936	101927936	11	8169082	8180247	0.0282927459466443	0	0	0	0	0	0
LOC101927947	101927947	4	154005132	154298819	0.0446999547832827	0	0	0	0	0	0
LOC101927950	101927950	6	5664985	5695272	0.0198307602868032	0	0	0	0	0	0
LOC101927952	101927952	1	89737971	89764523	0.0811317098378658	0	0	0	0	0	0
LOC101927954	101927954	9	93008115	93014944	0.0149215166978877	0	0	0	0	0	0
LOC101927960	101927960	2	208542842	208854414	0.0705380789354693	0	0	0	0	0	0
LOC101927963	101927963	8	141125940	141130272	0.0633034041728571	0	0	0	0	0	0
LOC101927966	101927966	12	8319327	8369597	0.127575738001421	0	0	0	0	0	0
LOC101927969	101927969	5	168706927	168720884	0.0563917059621471	0	0	0	0	0	0
LOC101927972	101927972	6	5452468	5458075	0.0142755635940831	0	0	0	0	0	0
LOC101927973	101927973	21	28116094	28228667	0.0198307602868032	0	0	0	0	0	0
LOC101927974	101927974	7	107742751	107744051	0.0467670047154577	0	0	0	0	0	0
LOC101927978	101927978	16	72747101	72787246	0.0140817776629417	0	0	0	0	0	0
LOC101927979	101927979	17	4987682	4988778	0.0256443382210452	0	0	0	0	0	0
LOC101927982	101927982	7	159092714	159096034	0.0133066339383761	0	0	0	0	0	0
LOC101927987	101927987	2	79493716	79500844	0.132872553452619	0	0	0	0	0	0
LOC101927998	101927998	16	73609525	73811427	0.0151798979394096	0	0	0	0	0	0
LOC101927999	101927999	16	90165270	90168604	0.0662747884503585	0	0	0	0	0	0
LOC101928000	101928000	17	5111936	5114397	0.153930624636651	0	0	0	0	0	0
LOC101928002	101928002	12	69713633	69738568	0.0145985401459854	0	0	0	0	0	0
LOC101928004	101928004	6	6694799	6799335	0.0136296104902784	0	0	0	0	0	0
LOC101928005	101928005	5	137858442	137889236	0.143789160906918	0	0	0	0	0	0
LOC101928008	101928008	11	9839142	9929263	0.0259673147729475	0	0	0	0	0	0
LOC101928013	101928013	1	93752987	93847154	0.0108520121439184	0	0	0	0	0	0
LOC101928016	101928016	8	6473636	6476687	0.0632388088624766	0	0	0	0	0	0
LOC101928020	101928020	2	210029922	210064356	0.147987856081648	0	0	0	0	0	0
LOC101928021	101928021	17	67243959	67272108	0.16613913829856	0	0	0	0	0	0
LOC101928026	101928026	20	60470713	60482972	0.0217686195982172	0	0	0	0	0	0
LOC101928035	101928035	16	74192392	74215521	0.0133066339383761	0	0	0	0	0	0
LOC101928041	101928041	22	11816503	11891666	0.476713390607842	0	0	0	0	0	0
LOC101928042	101928042	15	32573958	32614746	0.251857115173438	0	0	0	0	0	0
LOC101928051	101928051	10	4995491	4997777	0.0107874168335379	0	0	0	0	0	0
LOC101928052	101928052	4	162022733	162047550	0.0153090885601705	0	0	0	0	0	0
LOC101928053	101928053	11	10809297	10822931	0.0850074284606938	0	0	0	0	0	0
LOC101928059	101928059	1	153923347	153934964	0.0445061688521413	0	0	0	0	0	0
LOC101928063	101928063	19	43996896	44002870	0.0171177572508236	0	0	0	0	0	0
LOC101928067	101928067	2	131983346	131994971	0.0673729087268264	0	0	0	0	0	0
LOC101928068	101928068	1	244965204	244970869	0.0869452877721077	0	0	0	0	0	0
LOC101928069	101928069	11	66473490	66480249	0.020089141528325	0	0	0	0	0	0
LOC101928071	101928071	1	22067609	22069174	0.0140817776629417	0	0	0	0	0	0
LOC101928075	101928075	14	70608798	70641298	0.0109166074542988	0	0	0	0	0	0
LOC101928078	101928078	21	32454182	32457573	0.0436018345068148	0	0	0	0	0	0
LOC101928080	101928080	10	6121798	6141157	0.0158258510432143	0	0	0	0	0	0
LOC101928081	101928081	4	163105505	163119873	0.129642787933596	0	0	0	0	0	0
LOC101928084	101928084	2	214084846	214102978	0.020089141528325	0	0	0	0	0	0
LOC101928087	101928087	8	142638492	142640648	0.096117821846134	0	0	0	0	0	0
LOC101928088	101928088	22	33014813	33015461	0.0120793230411472	0	0	0	0	0	0
LOC101928089	101928089	1	246108299	246113869	0.0996059686066792	0	0	0	0	0	0
LOC101928095	101928095	8	7113126	7227955	0.0976681092952652	0	0	0	0	0	0
LOC101928096	101928096	6	126128942	126200587	0.12602545055229	0	0	0	0	0	0
LOC101928100	101928100	12	10363769	10398506	0.014404754214844	0	0	0	0	0	0
LOC101928101	101928101	1	154402321	154408834	0.0333957754667011	0	0	0	0	0	0
LOC101928103	101928103	2	214810229	214963605	0.0259673147729475	0	0	0	0	0	0
LOC101928110	101928110	11	13412426	13427412	0.0150507073186487	0	0	0	0	0	0
LOC101928112	101928112	1	246635318	246641742	0.0262256960144693	0	0	0	0	0	0
LOC101928114	101928114	3	34159165	34436072	0.0318454880175699	0	0	0	0	0	0
LOC101928119	101928119	9	94920339	94937841	0.0542600607195918	0	0	0	0	0	0
LOC101928120	101928120	1	154961560	154962625	0.050836509269427	0	0	0	0	0	0
LOC101928128	101928128	X	85210706	85219289	0.0166655900781603	0	0	0	0	0	0
LOC101928137	101928137	12	73159190	73208317	0.0199599509075641	0	0	0	0	0	0
LOC101928143	101928143	14	73458991	73463642	0.0144693495252245	0	0	0	0	0	0
LOC101928144	101928144	18	49499320	49527494	0.0138233964214198	0	0	0	0	0	0
LOC101928149	101928149	2	17514391	17514849	0.141915896905885	0	0	0	0	0	0
LOC101928150	101928150	10	6618716	6639781	0.0344293004327886	0	0	0	0	0	0
LOC101928152	101928152	2	87470096	87486429	0.0324268458109941	0	0	0	0	0	0
LOC101928156	101928156	2	216519182	216529579	0.0598152574123119	0	0	0	0	0	0
LOC101928161	101928161	2	133266195	133284758	0.021058071184032	0	0	0	0	0	0
LOC101928162	101928162	12	10750234	10777451	0.0212518571151734	0	0	0	0	0	0
LOC101928163	101928163	1	23521930	23528419	0.0104644402816356	0	0	0	0	0	0
LOC101928173	101928173	2	87439523	87465886	0.0242232413926749	0	0	0	0	0	0
LOC101928174	101928174	15	34755084	34812923	0.042245332988825	0	0	0	0	0	0
LOC101928177	101928177	1	156614742	156621928	0.0668561462437827	0	0	0	0	0	0
LOC101928180	101928180	2	216533704	216579185	0.0184742587688134	0	0	0	0	0	0
LOC101928188	101928188	16	29212568	29221006	0.011497965247723	0	0	0	0	0	0
LOC101928189	101928189	1	25302735	25338221	0.282023125121116	0	0	0	0	0	0
LOC101928191	101928191	6	10932317	10954089	0.0158258510432143	0	0	0	0	0	0
LOC101928203	101928203	16	76634998	76658478	0.020089141528325	0	0	0	0	0	0
LOC101928207	101928207	12	77777348	77783581	0.0447645500936632	0	0	0	0	0	0
LOC101928208	101928208	7	29720497	29742604	0.115690200891415	0	0	0	0	0	0
LOC101928211	101928211	7	124337380	124352096	0.0188618306310962	0	0	0	0	0	0
LOC101928212	101928212	21	42571425	42573810	0.0523867967185582	0	0	0	0	0	0
LOC101928214	101928214	2	87659371	87686729	0.11084555261288	0	0	0	0	0	0
LOC101928215	101928215	16	29104510	29109208	0.0136296104902784	0	0	0	0	0	0
LOC101928216	101928216	1	26006534	26036470	0.0324268458109941	0	0	0	0	0	0
LOC101928217	101928217	4	4032391	4074289	0.203733608939991	0	0	0	0	0	0
LOC101928222	101928222	2	19990204	20004806	0.0213164524255539	0	0	0	0	0	0
LOC101928226	101928226	1	248697062	248699110	0.0368839222272463	0	0	0	0	0	0
LOC101928230	101928230	16	79600903	79612426	0.0254505522899038	0	0	0	0	0	0
LOC101928234	101928234	3	38156046	38165478	0.0113041793165816	0	0	0	0	0	0
LOC101928236	101928236	3	157163566	157381196	0.099993540468962	0	0	0	0	0	0
LOC101928237	101928237	4	4560368	4583317	0.10806795426652	0	0	0	0	0	0
LOC101928249	101928249	6	134498114	134524516	0.0133066339383761	0	0	0	0	0	0
LOC101928250	101928250	2	216712380	216810997	0.11917834765196	0	0	0	0	0	0
LOC101928254	101928254	7	125229579	125264291	0.027840578773981	0	0	0	0	0	0
LOC101928255	101928255	21	42648294	42653442	0.0153090885601705	0	0	0	0	0	0
LOC101928263	101928263	3	39150903	39173071	0.0414055939538789	0	0	0	0	0	0
LOC101928266	101928266	17	9171068	9179118	0.0299722240165364	0	0	0	0	0	0
LOC101928269	101928269	21	35954660	36004667	0.011497965247723	0	0	0	0	0	0
LOC101928274	101928274	12	118117622	118135946	0.223370583295653	0	0	0	0	0	0
LOC101928278	101928278	2	216819340	217250031	0.122214327239842	0	0	0	0	0	0
LOC101928279	101928279	4	4761760	4787374	0.0231897164265874	0	0	0	0	0	0
LOC101928283	101928283	7	125184569	125379321	0.0313287255345262	0	0	0	0	0	0
LOC101928286	101928286	X	103766869	103797864	0.0505135327175247	0	0	0	0	0	0
LOC101928295	101928295	19	49368705	49388081	0.06924617272786	0	0	0	0	0	0
LOC101928296	101928296	8	98628962	98634216	0.0148569213875073	0	0	0	0	0	0
LOC101928300	101928300	12	120629611	120640501	0.117563464892449	0	0	0	0	0	0
LOC101928303	101928303	1	26225320	26229840	0.0943737484658614	0	0	0	0	0	0
LOC101928304	101928304	6	134525318	134540005	0.026031910083328	0	0	0	0	0	0
LOC101928314	101928314	4	172629932	172726878	0.043214262644532	0	0	0	0	0	0
LOC101928324	101928324	1	26462756	26467537	0.0249983851172405	0	0	0	0	0	0
LOC101928327	101928327	2	216870772	216871639	0.0264194819456107	0	0	0	0	0	0
LOC101928331	101928331	6	14431940	14516086	0.011497965247723	0	0	0	0	0	0
LOC101928333	101928333	7	127215127	127229921	0.0304243911891997	0	0	0	0	0	0
LOC101928335	101928335	X	107894597	107935980	0.132549576900717	0	0	0	0	0	0
LOC101928336	101928336	X	119291529	119335610	0.0142755635940831	0	0	0	0	0	0
LOC101928338	101928338	11	30741421	30794447	0.057619016859376	0	0	0	0	0	0
LOC101928344	101928344	19	204025	246533	0.11633615399522	0	0	0	0	0	0
LOC101928346	101928346	12	121581176	121596000	0.0798398036302564	0	0	0	0	0	0
LOC101928351	101928351	3	159799101	159824599	0.0463148375427944	0	0	0	0	0	0
LOC101928357	101928357	7	126495194	126537276	0.013435824559137	0	0	0	0	0	0
LOC101928358	101928358	X	108736540	108738903	0.0225437633227828	0	0	0	0	0	0
LOC101928368	101928368	21	37751555	37761121	0.0330727989147988	0	0	0	0	0	0
LOC101928371	101928371	2	88538720	88575610	0.0284865318777857	0	0	0	0	0	0
LOC101928372	101928372	1	160932465	160949922	0.0254505522899038	0	0	0	0	0	0
LOC101928373	101928373	6	135853867	135922229	0.0901104579807506	0	0	0	0	0	0
LOC101928377	101928377	14	75425467	75427690	0.0156966604224533	0	0	0	0	0	0
LOC101928380	101928380	X	73079995	73087708	0.0430850720237711	0	0	0	0	0	0
LOC101928386	101928386	2	143937067	143964156	0.106776048058911	0	0	0	0	0	0
LOC101928387	101928387	12	19590781	19673089	0.218525935017118	0	0	0	0	0	0
LOC101928391	101928391	1	27031757	27063997	0.0377882565725728	0	0	0	0	0	0
LOC101928397	101928397	7	143363038	143364230	0.137006653316969	0	0	0	0	0	0
LOC101928401	101928401	7	56534230	56538130	0.0189264259414767	0	0	0	0	0	0
LOC101928402	101928402	X	123959233	123961341	0.0333957754667011	0	0	0	0	0	0
LOC101928405	101928405	3	165150006	165158164	0.0228021445643046	0	0	0	0	0	0
LOC101928414	101928414	15	45251581	45279222	0.102318971642659	0	0	0	0	0	0
LOC101928415	101928415	X	18984202	19083978	0.0409534267812157	0	0	0	0	0	0
LOC101928417	101928417	16	82953230	82990298	0.0234480976681093	0	0	0	0	0	0
LOC101928419	101928419	5	56124145	56127275	0.0126606808345714	0	0	0	0	0	0
LOC101928423	101928423	7	128205761	128224431	0.0596860667915509	0	0	0	0	0	0
LOC101928425	101928425	X	74060541	74066364	0.0596214714811705	0	0	0	0	0	0
LOC101928429	101928429	6	136784116	136786025	0.0204767133906078	0	0	0	0	0	0
LOC101928433	101928433	6	16760058	16764994	0.357535042955881	0	0	0	0	0	0
LOC101928435	101928435	21	38974429	38977774	0.0476067437504037	0	0	0	0	0	0
LOC101928436	101928436	1	103418079	103525483	0.0373360893999096	0	0	0	0	0	0
LOC101928438	101928438	9	99585786	99819889	0.0275821975324591	0	0	0	0	0	0
LOC101928445	101928445	5	179595904	179603741	0.0217040242878367	0	0	0	0	0	0
LOC101928446	101928446	16	82773319	82829638	0.0534203216846457	0	0	0	0	0	0
LOC101928451	101928451	7	128531355	128640002	0.408306956914928	0	0	0	0	0	0
LOC101928453	101928453	10	14074284	14087881	0.152186551256379	0	0	0	0	0	0
LOC101928461	101928461	6	136629114	136648198	0.0301660099476778	0	0	0	0	0	0
LOC101928463	101928463	6	17092943	17107584	0.0761578709385699	0	0	0	0	0	0
LOC101928464	101928464	19	11987603	12046276	0.11911375234158	0	0	0	0	0	0
LOC101928465	101928465	20	62648961	62656352	0.0111749886958207	0	0	0	0	0	0
LOC101928466	101928466	7	143588289	143620919	0.0550352044441574	0	0	0	0	0	0
LOC101928471	101928471	12	24223271	24237965	0.0338479426393644	0	0	0	0	0	0
LOC101928474	101928474	16	84916186	84924966	0.0197661649764227	0	0	0	0	0	0
LOC101928476	101928476	1	105589694	105618935	0.0984432530198308	0	0	0	0	0	0
LOC101928487	101928487	2	218216103	218217117	0.0240294554615335	0	0	0	0	0	0
LOC101928491	101928491	6	17501360	17511265	0.0820360441831923	0	0	0	0	0	0
LOC101928495	101928495	X	126109762	126115562	0.0131774433176151	0	0	0	0	0	0
LOC101928499	101928499	15	52800166	52806418	0.0244170273238163	0	0	0	0	0	0
LOC101928504	101928504	14	81220875	81222462	0.0149215166978877	0	0	0	0	0	0
LOC101928505	101928505	5	57650660	57670989	0.0260965053937084	0	0	0	0	0	0
LOC101928506	101928506	11	105974326	105979660	0.0290032943608294	0	0	0	0	0	0
LOC101928508	101928508	X	96070659	96072868	0.0153090885601705	0	0	0	0	0	0
LOC101928509	101928509	4	174094660	174220398	0.0318454880175699	0	0	0	0	0	0
LOC101928512	101928512	1	167455054	167501062	0.0236418835992507	0	0	0	0	0	0
LOC101928514	101928514	17	76799044	76807102	0.0841030941153672	0	0	0	0	0	0
LOC101928521	101928521	4	652909	655946	0.114075318131904	0	0	0	0	0	0
LOC101928522	101928522	X	129072907	129128364	0.0434726438860539	0	0	0	0	0	0
LOC101928525	101928525	9	135503273	135506447	0.0215102383566953	0	0	0	0	0	0
LOC101928529	101928529	3	44477741	44483900	0.110457980750598	0	0	0	0	0	0
LOC101928530	101928530	12	132887842	132888571	0.0203475227698469	0	0	0	0	0	0
LOC101928531	101928531	1	15948508	15954649	0.0125314902138105	0	0	0	0	0	0
LOC101928535	101928535	11	106250019	106264905	0.021058071184032	0	0	0	0	0	0
LOC101928539	101928539	5	57890331	57899162	0.0324914411213746	0	0	0	0	0	0
LOC101928546	101928546	21	31386504	31451326	0.0197015696660422	0	0	0	0	0	0
LOC101928551	101928551	4	174831728	174875964	0.0200245462179446	0	0	0	0	0	0
LOC101928553	101928553	2	148876022	148927123	0.154834958981978	0	0	0	0	0	0
LOC101928554	101928554	12	26210842	26219348	0.0115625605581035	0	0	0	0	0	0
LOC101928556	101928556	16	29469795	29505466	0.0159550416639752	0	0	0	0	0	0
LOC101928560	101928560	1	109546610	109548538	0.0193139978037594	0	0	0	0	0	0
LOC101928561	101928561	11	108499062	108517723	0.0142109682837026	0	0	0	0	0	0
LOC101928572	101928572	19	2302315	2304225	0.0189264259414767	0	0	0	0	0	0
LOC101928573	101928573	6	20265726	20307258	0.0255797429106647	0	0	0	0	0	0
LOC101928574	101928574	19	12207435	12242746	0.154770363671597	0	0	0	0	0	0
LOC101928580	101928580	11	74311362	74324705	0.0188618306310962	0	0	0	0	0	0
LOC101928584	101928584	12	91171198	91178107	0.0116271558684839	0	0	0	0	0	0
LOC101928592	101928592	3	44680777	44685782	0.0813900910793876	0	0	0	0	0	0
LOC101928595	101928595	16	30096430	30104116	0.0781603255603643	0	0	0	0	0	0
LOC101928597	101928597	12	133032659	133037222	0.0399844971255087	0	0	0	0	0	0
LOC101928599	101928599	14	82642574	82746724	0.0324268458109941	0	0	0	0	0	0
LOC101928600	101928600	5	58541567	58558243	0.0235772882888702	0	0	0	0	0	0
LOC101928608	101928608	9	67832801	67853880	0.0151153026290291	0	0	0	0	0	0
LOC101928609	101928609	9	105198637	105245168	0.0167301853885408	0	0	0	0	0	0
LOC101928621	101928621	4	1323178	1327620	0.0126606808345714	0	0	0	0	0	0
LOC101928624	101928624	11	43466101	43467124	0.133453911246044	0	0	0	0	0	0
LOC101928625	101928625	12	27046193	27068609	0.0513532717524708	0	0	0	0	0	0
LOC101928631	101928631	19	2908628	2926778	0.0521284154770364	0	0	0	0	0	0
LOC101928632	101928632	7	130354731	130357168	0.020089141528325	0	0	0	0	0	0
LOC101928635	101928635	15	58213535	58332001	0.111297719785544	0	0	0	0	0	0
LOC101928639	101928639	2	219851639	219872916	0.0121439183515277	0	0	0	0	0	0
LOC101928645	101928645	9	136117031	136121839	0.0288741037400685	0	0	0	0	0	0
LOC101928658	101928658	4	52930959	52951019	0.0309411536722434	0	0	0	0	0	0
LOC101928659	101928659	16	87317509	87318038	0.0555519669272011	0	0	0	0	0	0
LOC101928667	101928667	4	36007008	36024200	0.0751243459724824	0	0	0	0	0	0
LOC101928673	101928673	1	173417789	173461362	0.13151605193463	0	0	0	0	0	0
LOC101928674	101928674	17	78360448	78373909	0.02493378980686	0	0	0	0	0	0
LOC101928675	101928675	7	51386082	51387506	0.015373683870551	0	0	0	0	0	0
LOC101928678	101928678	10	15737773	15850013	0.265228344422195	0	0	0	0	0	0
LOC101928679	101928679	4	181260864	181265093	0.0147277307667463	0	0	0	0	0	0
LOC101928688	101928688	7	39816958	39899185	0.0361087785026807	0	0	0	0	0	0
LOC101928696	101928696	1	174934947	174954261	0.0749951553517215	0	0	0	0	0	0
LOC101928700	101928700	7	147080938	147097609	0.0442477876106195	0	0	0	0	0	0
LOC101928701	101928701	10	16524830	16539768	0.0646599056908468	0	0	0	0	0	0
LOC101928702	101928702	4	74992238	74999166	0.0403720689877915	0	0	0	0	0	0
LOC101928704	101928704	11	43556696	43674197	0.0503843420967638	0	0	0	0	0	0
LOC101928705	101928705	12	28566432	28581505	0.0366255409857244	0	0	0	0	0	0
LOC101928710	101928710	17	78617384	78632057	0.0283573412570247	0	0	0	0	0	0
LOC101928716	101928716	7	40538006	40547158	0.0157612557328338	0	0	0	0	0	0
LOC101928718	101928718	1	111745317	111755509	0.0280989600155029	0	0	0	0	0	0
LOC101928719	101928719	22	50199088	50200884	0.0948905109489051	0	0	0	0	0	0
LOC101928721	101928721	4	37073652	37133925	0.019120211872618	0	0	0	0	0	0
LOC101928725	101928725	15	58768072	58771114	0.0158258510432143	0	0	0	0	0	0
LOC101928726	101928726	5	177108798	177121834	0.066210193139978	0	0	0	0	0	0
LOC101928728	101928728	1	26692063	26696405	0.0118209417996253	0	0	0	0	0	0
LOC101928731	101928731	12	93707791	93737823	0.0444415735417609	0	0	0	0	0	0
LOC101928733	101928733	7	149398204	149401456	0.0160196369743557	0	0	0	0	0	0
LOC101928737	101928737	16	87494187	87515630	0.0417931658161617	0	0	0	0	0	0
LOC101928738	101928738	17	79919357	79924010	0.0161488275951166	0	0	0	0	0	0
LOC101928747	101928747	X	136874661	136879312	0.0505135327175247	0	0	0	0	0	0
LOC101928760	101928760	4	56229634	56246446	0.024094050771914	0	0	0	0	0	0
LOC101928765	101928765	2	228475164	228744681	0.0226729539435437	0	0	0	0	0	0
LOC101928768	101928768	5	784848	787141	0.0368193269168658	0	0	0	0	0	0
LOC101928777	101928777	2	132080125	132085413	0.013435824559137	0	0	0	0	0	0
LOC101928786	101928786	9	138040503	138045071	0.112460435372392	0	0	0	0	0	0
LOC101928788	101928788	6	150934732	150935753	0.0779019443188425	0	0	0	0	0	0
LOC101928794	101928794	5	67001618	67004154	0.0144693495252245	0	0	0	0	0	0
LOC101928807	101928807	7	132260827	132264224	0.0251275757380014	0	0	0	0	0	0
LOC101928809	101928809	4	75980790	76005942	0.0544538466507332	0	0	0	0	0	0
LOC101928812	101928812	11	45355371	45356657	0.048058910923067	0	0	0	0	0	0
LOC101928814	101928814	3	48996585	48999783	0.0448291454040437	0	0	0	0	0	0
LOC101928815	101928815	4	56653359	56665018	0.0658872165880757	0	0	0	0	0	0
LOC101928817	101928817	14	89350089	89365008	0.0862347393579226	0	0	0	0	0	0
LOC101928818	101928818	15	24358024	24412219	0.0948905109489051	0	0	0	0	0	0
LOC101928823	101928823	11	112482232	112541916	0.010658226212777	0	0	0	0	0	0
LOC101928824	101928824	22	20495966	20500835	0.0958594406046121	0	0	0	0	0	0
LOC101928829	101928829	16	31508436	31509569	0.0343001098120276	0	0	0	0	0	0
LOC101928834	101928834	10	19710335	19728550	0.0169885666300627	0	0	0	0	0	0
LOC101928841	101928841	13	113399610	113420858	0.563917059621471	0	0	0	0	0	0
LOC101928842	101928842	6	85941210	85998671	0.0513532717524708	0	0	0	0	0	0
LOC101928847	101928847	11	112959279	112963460	0.0241586460822944	0	0	0	0	0	0
LOC101928848	101928848	4	49512843	49536075	0.263548866352303	0	0	0	0	0	0
LOC101928849	101928849	9	118852061	118980425	0.0311995349137653	0	0	0	0	0	0
LOC101928855	101928855	17	80801640	80805632	0.0779665396292229	0	0	0	0	0	0
LOC101928856	101928856	3	180456643	180602102	0.0119501324203863	0	0	0	0	0	0
LOC101928860	101928860	7	43664137	43667674	0.0264840772559912	0	0	0	0	0	0
LOC101928861	101928861	7	133800493	133824888	0.0469607906465991	0	0	0	0	0	0
LOC101928864	101928864	4	77154775	77156667	0.0115625605581035	0	0	0	0	0	0
LOC101928865	101928865	11	78423982	78429836	0.0301014146372973	0	0	0	0	0	0
LOC101928868	101928868	6	154510097	154522300	0.0166009947677799	0	0	0	0	0	0
LOC101928870	101928870	6	87152459	87155589	0.587429752599961	0	0	0	0	0	0
LOC101928872	101928872	19	6066876	6077118	0.0296492474646341	0	0	0	0	0	0
LOC101928875	101928875	11	114158509	114174468	0.0694399586590013	0	0	0	0	0	0
LOC101928885	101928885	5	68967741	69029927	0.0375944706414314	0	0	0	0	0	0
LOC101928887	101928887	10	64901136	64924518	0.0361733738130612	0	0	0	0	0	0
LOC101928890	101928890	1	114401443	114411092	0.0982494670886894	0	0	0	0	0	0
LOC101928891	101928891	22	20957092	20964680	0.0791938505264518	0	0	0	0	0	0
LOC101928895	101928895	1	1274002	1279447	0.0122731089722886	0	0	0	0	0	0
LOC101928896	101928896	11	78533176	78558565	0.0212518571151734	0	0	0	0	0	0
LOC101928903	101928903	X	132850014	132907583	0.0100122731089723	0	0	0	0	0	0
LOC101928904	101928904	10	21112775	21113703	0.0170531619404431	0	0	0	0	0	0
LOC101928906	101928906	9	41651666	41655197	0.049996770234481	0	0	0	0	0	0
LOC101928907	101928907	15	62060503	62061278	0.0401136877462696	0	0	0	0	0	0
LOC101928909	101928909	14	90642629	90648891	0.104773593437116	0	0	0	0	0	0
LOC101928912	101928912	12	97229811	97257412	0.014404754214844	0	0	0	0	0	0
LOC101928923	101928923	6	155808725	156373758	0.0120147277307667	0	0	0	0	0	0
LOC101928926	101928926	19	19763517	19789213	0.126348427104192	0	0	0	0	0	0
LOC101928927	101928927	7	44965092	44985875	0.0175053291131064	0	0	0	0	0	0
LOC101928929	101928929	4	185902942	185919458	0.0434726438860539	0	0	0	0	0	0
LOC101928933	101928933	1	179926390	179954671	0.077837349008462	0	0	0	0	0	0
LOC101928936	101928936	6	88525924	88539369	0.0289386990504489	0	0	0	0	0	0
LOC101928937	101928937	12	99093359	99105011	0.0859763581164008	0	0	0	0	0	0
LOC101928942	101928942	4	81164940	81193395	0.0132420386279956	0	0	0	0	0	0
LOC101928943	101928943	11	47270657	47272110	0.01246689490343	0	0	0	0	0	0
LOC101928944	101928944	11	80751200	80762803	0.0395323299528454	0	0	0	0	0	0
LOC101928946	101928946	6	157309727	157313979	0.0301660099476778	0	0	0	0	0	0
LOC101928948	101928948	4	9532033	9660852	0.111039338544022	0	0	0	0	0	0
LOC101928952	101928952	1	115916477	115916781	0.0167301853885408	0	0	0	0	0	0
LOC101928957	101928957	14	91520516	91577822	0.0363025644338221	0	0	0	0	0	0
LOC101928959	101928959	12	98794471	98794991	0.0125314902138105	0	0	0	0	0	0
LOC101928961	101928961	10	66894110	67012153	0.360829403785285	0	0	0	0	0	0
LOC101928962	101928962	11	114528843	114542751	0.0501259608552419	0	0	0	0	0	0
LOC101928963	101928963	4	82374079	82384027	0.208319875977004	0	0	0	0	0	0
LOC101928969	101928969	X	120119707	120146855	0.10935986047413	0	0	0	0	0	0
LOC101928973	101928973	1	181174484	181182208	0.0113687746269621	0	0	0	0	0	0
LOC101928977	101928977	1	115922573	115977276	0.0841030941153672	0	0	0	0	0	0
LOC101928979	101928979	1	146052596	146058799	0.0430850720237711	0	0	0	0	0	0
LOC101928981	101928981	12	101730593	101743753	0.0742200116271559	0	0	0	0	0	0
LOC101928982	101928982	19	56536158	56538750	0.0279697693947419	0	0	0	0	0	0
LOC101928988	101928988	15	63928274	63935953	0.0180866869065306	0	0	0	0	0	0
LOC101928989	101928989	11	81879851	82403913	0.0120147277307667	0	0	0	0	0	0
LOC101928991	101928991	17	2724411	2749562	0.0311995349137653	0	0	0	0	0	0
LOC101928992	101928992	3	184756389	184773155	0.018280472837672	0	0	0	0	0	0
LOC101928995	101928995	1	115919376	115925908	0.0313933208449067	0	0	0	0	0	0
LOC101928996	101928996	X	123514464	123514924	0.0705380789354693	0	0	0	0	0	0
LOC101928998	101928998	8	12509563	12527742	0.207027969769395	0	0	0	0	0	0
LOC101929003	101929003	5	1792577	1798622	0.0186680446999548	0	0	0	0	0	0
LOC101929004	101929004	6	89131481	89147723	0.0332665848459402	0	0	0	0	0	0
LOC101929007	101929007	19	21587405	21594699	0.0137588011110393	0	0	0	0	0	0
LOC101929008	101929008	7	45769085	45805139	0.0404366642981719	0	0	0	0	0	0
LOC101929018	101929018	3	185475814	185481259	0.0829403785285188	0	0	0	0	0	0
LOC101929021	101929021	10	69572980	69577099	0.0114333699373425	0	0	0	0	0	0
LOC101929028	101929028	8	16367445	16685849	0.0169239713196822	0	0	0	0	0	0
LOC101929036	101929036	12	102927667	102951231	0.0164718041470189	0	0	0	0	0	0
LOC101929043	101929043	11	83637653	83665596	0.0861055487371617	0	0	0	0	0	0
LOC101929053	101929053	12	12247353	12249430	0.0254505522899038	0	0	0	0	0	0
LOC101929057	101929057	6	89638532	89689481	0.0861701440475422	0	0	0	0	0	0
LOC101929064	101929064	4	86119806	86219926	0.118403203927395	0	0	0	0	0	0
LOC101929066	101929066	8	18084868	18097651	0.086428525289064	0	0	0	0	0	0
LOC101929076	101929076	15	67834308	67838879	0.0126606808345714	0	0	0	0	0	0
LOC101929077	101929077	13	37934572	38065564	0.0139525870421807	0	0	0	0	0	0
LOC101929089	101929089	11	118511918	118531094	0.0350752535365932	0	0	0	0	0	0
LOC101929090	101929090	4	87460811	87462765	0.0196369743556618	0	0	0	0	0	0
LOC101929095	101929095	4	15004942	15427914	0.0649828822427492	0	0	0	0	0	0
LOC101929097	101929097	19	2511218	2513571	0.0204121180802274	0	0	0	0	0	0
LOC101929104	101929104	11	87258653	87259284	0.0222853820812609	0	0	0	0	0	0
LOC101929106	101929106	3	187197090	187207629	0.0146631354563659	0	0	0	0	0	0
LOC101929112	101929112	10	73251622	73254343	0.339642141980492	0	0	0	0	0	0
LOC101929125	101929125	20	3808494	3812434	0.0330727989147988	0	0	0	0	0	0
LOC101929128	101929128	8	9188999	9202858	0.0116917511788644	0	0	0	0	0	0
LOC101929130	101929130	3	187291272	187297933	0.0105936309023965	0	0	0	0	0	0
LOC101929132	101929132	12	106248237	106252213	0.0512886764420903	0	0	0	0	0	0
